Starting training...
{'loss': 0.4594, 'learning_rate': 4.8944337811900195e-05, 'epoch': 0.06}
{'loss': 0.0678, 'learning_rate': 7.264000000000001e-06, 'epoch': 0.64}
{'loss': 0.0919, 'learning_rate': 7.206857142857143e-06, 'epoch': 0.64}
{'loss': 0.0808, 'learning_rate': 7.149714285714286e-06, 'epoch': 0.64}
{'loss': 0.0935, 'learning_rate': 7.0925714285714285e-06, 'epoch': 0.65}
{'loss': 0.1097, 'learning_rate': 7.0354285714285716e-06, 'epoch': 0.65}
{'loss': 0.0926, 'learning_rate': 6.9782857142857155e-06, 'epoch': 0.65}
{'loss': 0.0762, 'learning_rate': 6.921142857142858e-06, 'epoch': 0.65}
{'loss': 0.0827, 'learning_rate': 6.864000000000001e-06, 'epoch': 0.66}
{'loss': 0.1015, 'learning_rate': 6.806857142857144e-06, 'epoch': 0.66}
{'loss': 0.0784, 'learning_rate': 6.749714285714286e-06, 'epoch': 0.66}
{'loss': 0.0936, 'learning_rate': 6.692571428571429e-06, 'epoch': 0.67}
{'loss': 0.0912, 'learning_rate': 6.635428571428571e-06, 'epoch': 0.67}
{'loss': 0.0679, 'learning_rate': 6.578285714285715e-06, 'epoch': 0.67}
{'loss': 0.0843, 'learning_rate': 6.521142857142858e-06, 'epoch': 0.67}
{'loss': 0.0804, 'learning_rate': 6.464e-06, 'epoch': 0.68}
{'loss': 0.1026, 'learning_rate': 6.406857142857143e-06, 'epoch': 0.68}
{'loss': 0.1033, 'learning_rate': 6.3497142857142855e-06, 'epoch': 0.68}
{'loss': 0.115, 'learning_rate': 6.292571428571429e-06, 'epoch': 0.69}
{'loss': 0.0631, 'learning_rate': 6.2354285714285724e-06, 'epoch': 0.69}
{'loss': 0.0889, 'learning_rate': 6.178285714285715e-06, 'epoch': 0.69}
{'loss': 0.0903, 'learning_rate': 6.121142857142858e-06, 'epoch': 0.69}
{'loss': 0.0864, 'learning_rate': 6.064000000000001e-06, 'epoch': 0.7}
{'loss': 0.0982, 'learning_rate': 6.006857142857143e-06, 'epoch': 0.7}
{'loss': 0.09, 'learning_rate': 5.949714285714287e-06, 'epoch': 0.7}
{'loss': 0.0893, 'learning_rate': 5.892571428571429e-06, 'epoch': 0.71}
{'loss': 0.0691, 'learning_rate': 5.835428571428572e-06, 'epoch': 0.71}
{'loss': 0.1288, 'learning_rate': 5.778285714285715e-06, 'epoch': 0.71}
{'loss': 0.0946, 'learning_rate': 5.721142857142857e-06, 'epoch': 0.71}
{'loss': 0.0687, 'learning_rate': 5.664e-06, 'epoch': 0.72}
{'loss': 0.0851, 'learning_rate': 5.6068571428571425e-06, 'epoch': 0.72}
{'loss': 0.0982, 'learning_rate': 5.549714285714286e-06, 'epoch': 0.72}
{'loss': 0.0904, 'learning_rate': 5.4925714285714294e-06, 'epoch': 0.73}
{'loss': 0.1122, 'learning_rate': 5.435428571428572e-06, 'epoch': 0.73}
{'loss': 0.0765, 'learning_rate': 5.378285714285715e-06, 'epoch': 0.73}
{'loss': 0.0917, 'learning_rate': 5.321142857142858e-06, 'epoch': 0.73}
{'loss': 0.0771, 'learning_rate': 5.264e-06, 'epoch': 0.74}
{'loss': 0.0945, 'learning_rate': 5.206857142857144e-06, 'epoch': 0.74}
{'loss': 0.0652, 'learning_rate': 5.149714285714286e-06, 'epoch': 0.74}
{'loss': 0.0949, 'learning_rate': 5.0931428571428575e-06, 'epoch': 0.75}
{'loss': 0.1009, 'learning_rate': 5.0360000000000006e-06, 'epoch': 0.75}
{'loss': 0.0938, 'learning_rate': 4.978857142857143e-06, 'epoch': 0.75}
{'loss': 0.0809, 'learning_rate': 4.921714285714287e-06, 'epoch': 0.75}
{'loss': 0.0928, 'learning_rate': 4.864571428571429e-06, 'epoch': 0.76}
{'loss': 0.0769, 'learning_rate': 4.807428571428572e-06, 'epoch': 0.76}
{'loss': 0.0664, 'learning_rate': 4.750285714285714e-06, 'epoch': 0.76}
{'loss': 0.0834, 'learning_rate': 4.693142857142858e-06, 'epoch': 0.77}
{'loss': 0.071, 'learning_rate': 4.636e-06, 'epoch': 0.77}
{'loss': 0.0994, 'learning_rate': 4.578857142857143e-06, 'epoch': 0.77}
{'loss': 0.0765, 'learning_rate': 4.521714285714286e-06, 'epoch': 0.77}
{'loss': 0.0995, 'learning_rate': 4.4645714285714284e-06, 'epoch': 0.78}
{'loss': 0.0897, 'learning_rate': 4.407428571428572e-06, 'epoch': 0.78}
{'loss': 0.1017, 'learning_rate': 4.3502857142857145e-06, 'epoch': 0.78}
{'loss': 0.058, 'learning_rate': 4.293714285714286e-06, 'epoch': 0.79}
{'loss': 0.0873, 'learning_rate': 4.236571428571429e-06, 'epoch': 0.79}
{'loss': 0.1057, 'learning_rate': 4.179428571428571e-06, 'epoch': 0.79}
{'loss': 0.0854, 'learning_rate': 4.122285714285715e-06, 'epoch': 0.79}
{'loss': 0.0995, 'learning_rate': 4.065142857142857e-06, 'epoch': 0.8}
{'loss': 0.0687, 'learning_rate': 4.008e-06, 'epoch': 0.8}
{'loss': 0.0924, 'learning_rate': 3.950857142857143e-06, 'epoch': 0.8}
{'loss': 0.0973, 'learning_rate': 3.8937142857142865e-06, 'epoch': 0.81}
{'loss': 0.0868, 'learning_rate': 3.836571428571429e-06, 'epoch': 0.81}
{'loss': 0.0747, 'learning_rate': 3.7794285714285717e-06, 'epoch': 0.81}
{'loss': 0.0874, 'learning_rate': 3.7222857142857144e-06, 'epoch': 0.81}
{'loss': 0.0864, 'learning_rate': 3.665142857142858e-06, 'epoch': 0.82}
{'loss': 0.0712, 'learning_rate': 3.6080000000000004e-06, 'epoch': 0.82}
{'loss': 0.0884, 'learning_rate': 3.550857142857143e-06, 'epoch': 0.82}
{'loss': 0.074, 'learning_rate': 3.4937142857142857e-06, 'epoch': 0.83}
{'loss': 0.1, 'learning_rate': 3.436571428571429e-06, 'epoch': 0.83}
{'loss': 0.0944, 'learning_rate': 3.3794285714285718e-06, 'epoch': 0.83}
{'loss': 0.1003, 'learning_rate': 3.3222857142857144e-06, 'epoch': 0.83}
{'loss': 0.0876, 'learning_rate': 3.2651428571428574e-06, 'epoch': 0.84}
{'loss': 0.0563, 'learning_rate': 3.208e-06, 'epoch': 0.84}
{'loss': 0.1084, 'learning_rate': 3.150857142857143e-06, 'epoch': 0.84}
{'loss': 0.0912, 'learning_rate': 3.093714285714286e-06, 'epoch': 0.85}
{'loss': 0.07, 'learning_rate': 3.0365714285714287e-06, 'epoch': 0.85}
{'loss': 0.079, 'learning_rate': 2.9794285714285714e-06, 'epoch': 0.85}
{'loss': 0.0804, 'learning_rate': 2.922285714285715e-06, 'epoch': 0.85}
{'loss': 0.0833, 'learning_rate': 2.8651428571428574e-06, 'epoch': 0.86}
{'loss': 0.0646, 'learning_rate': 2.808e-06, 'epoch': 0.86}
{'loss': 0.0949, 'learning_rate': 2.750857142857143e-06, 'epoch': 0.86}
{'loss': 0.0753, 'learning_rate': 2.693714285714286e-06, 'epoch': 0.87}
{'loss': 0.0617, 'learning_rate': 2.6365714285714288e-06, 'epoch': 0.87}
{'loss': 0.0828, 'learning_rate': 2.579428571428572e-06, 'epoch': 0.87}
{'loss': 0.0965, 'learning_rate': 2.5222857142857144e-06, 'epoch': 0.87}
{'loss': 0.0961, 'learning_rate': 2.4651428571428575e-06, 'epoch': 0.88}
{'loss': 0.0829, 'learning_rate': 2.408e-06, 'epoch': 0.88}
{'loss': 0.0723, 'learning_rate': 2.350857142857143e-06, 'epoch': 0.88}
{'loss': 0.0969, 'learning_rate': 2.2937142857142857e-06, 'epoch': 0.89}
{'loss': 0.0792, 'learning_rate': 2.2365714285714288e-06, 'epoch': 0.89}
{'loss': 0.0725, 'learning_rate': 2.1794285714285714e-06, 'epoch': 0.89}
{'loss': 0.1075, 'learning_rate': 2.1222857142857144e-06, 'epoch': 0.89}
{'loss': 0.0739, 'learning_rate': 2.065142857142857e-06, 'epoch': 0.9}
{'loss': 0.0861, 'learning_rate': 2.008e-06, 'epoch': 0.9}
{'loss': 0.0716, 'learning_rate': 1.9514285714285716e-06, 'epoch': 0.9}
{'loss': 0.0802, 'learning_rate': 1.8942857142857142e-06, 'epoch': 0.91}
{'loss': 0.0847, 'learning_rate': 1.8371428571428573e-06, 'epoch': 0.91}
{'loss': 0.0685, 'learning_rate': 1.7800000000000001e-06, 'epoch': 0.91}
{'loss': 0.093, 'learning_rate': 1.7228571428571432e-06, 'epoch': 0.91}
{'loss': 0.0983, 'learning_rate': 1.6657142857142858e-06, 'epoch': 0.92}
{'loss': 0.0921, 'learning_rate': 1.6085714285714288e-06, 'epoch': 0.92}
{'loss': 0.0653, 'learning_rate': 1.5514285714285714e-06, 'epoch': 0.92}
{'loss': 0.0992, 'learning_rate': 1.4942857142857145e-06, 'epoch': 0.93}
{'loss': 0.0939, 'learning_rate': 1.4371428571428573e-06, 'epoch': 0.93}
{'loss': 0.0683, 'learning_rate': 1.3800000000000001e-06, 'epoch': 0.93}
{'loss': 0.0895, 'learning_rate': 1.322857142857143e-06, 'epoch': 0.93}
{'loss': 0.0516, 'learning_rate': 1.265714285714286e-06, 'epoch': 0.94}
{'loss': 0.0755, 'learning_rate': 1.2085714285714286e-06, 'epoch': 0.94}
{'loss': 0.0724, 'learning_rate': 1.1514285714285714e-06, 'epoch': 0.94}
{'loss': 0.0619, 'learning_rate': 1.0942857142857145e-06, 'epoch': 0.95}
{'loss': 0.1003, 'learning_rate': 1.0371428571428573e-06, 'epoch': 0.95}
{'loss': 0.0823, 'learning_rate': 9.800000000000001e-07, 'epoch': 0.95}
{'loss': 0.0721, 'learning_rate': 9.22857142857143e-07, 'epoch': 0.95}
{'loss': 0.0645, 'learning_rate': 8.657142857142858e-07, 'epoch': 0.96}
{'loss': 0.0707, 'learning_rate': 8.085714285714287e-07, 'epoch': 0.96}
{'loss': 0.0845, 'learning_rate': 7.514285714285715e-07, 'epoch': 0.96}
{'loss': 0.0589, 'learning_rate': 6.94857142857143e-07, 'epoch': 0.97}
{'loss': 0.0671, 'learning_rate': 6.377142857142858e-07, 'epoch': 0.97}
{'loss': 0.0875, 'learning_rate': 5.805714285714287e-07, 'epoch': 0.97}
{'loss': 0.089, 'learning_rate': 5.234285714285715e-07, 'epoch': 0.97}
{'loss': 0.0675, 'learning_rate': 4.662857142857143e-07, 'epoch': 0.98}
{'loss': 0.0708, 'learning_rate': 4.091428571428572e-07, 'epoch': 0.98}
{'loss': 0.0718, 'learning_rate': 3.5200000000000003e-07, 'epoch': 0.98}
{'loss': 0.0852, 'learning_rate': 2.9485714285714286e-07, 'epoch': 0.99}
{'loss': 0.0771, 'learning_rate': 2.3771428571428574e-07, 'epoch': 0.99}
{'loss': 0.076, 'learning_rate': 1.805714285714286e-07, 'epoch': 0.99}
{'loss': 0.0763, 'learning_rate': 1.2342857142857145e-07, 'epoch': 0.99}
{'loss': 0.0831, 'learning_rate': 6.62857142857143e-08, 'epoch': 1.0}
{'loss': 0.0918, 'learning_rate': 9.142857142857143e-09, 'epoch': 1.0}
{'eval_loss': 0.08096129447221756, 'eval_accuracy': 0.9772631578947368, 'eval_f1': 0.9772631563201631, 'eval_runtime': 299.5336, 'eval_samples_per_second': 126.864, 'eval_steps_per_second': 7.929, 'epoch': 1.0}
{'train_runtime': 4683.9835, 'train_samples_per_second': 119.556, 'train_steps_per_second': 7.472, 'train_loss': 0.10319887969153269, 'epoch': 1.0}
Training from scratch finished. Training time: 4684.03 seconds.
Evaluating the model trained from scratch on Yelp test set...
Accuracy on Yelp (from scratch): 0.9773
F1-score on Yelp (from scratch): 0.9773
Inference time (Yelp batch, from scratch): 0.78 ms/example
GPU memory consumption (approx.): 9.45 GB

Results table for Yelp training from scratch:
| Model                       | Accuracy (Yelp) | F1-score (Yelp) | Inference Time (ms) | Memory (GB) | Training Time (s) |
|-----------------------------|-----------------|-----------------|---------------------|-------------|-------------------|
| BERT-base (Yelp Scratch) | 0.9773          | 0.9773          | 0.78          | 9.45       | 4684.03      |
